1, Gorka Iraizoz, GK
13, Iago Herrerín, GK
28, Kepa Arrizabalaga, GK
42, Alejandro Remiro, GK
3, Jon Aurtenetxe, DEF
4, Aymeric Laporte, DEF
6, Mikel San José, DEF
12, Unai Bustinza, DEF
15, Andoni Iraola, DEF
16, Xabier Etxeita, DEF
18, Carlos Gurpegi, DEF
24, Mikel Balenziaga, DEF
31, Unai Bilbao, DEF
32, Markel Etxeberria, DEF
34, Marcos Llorente, DEF
36, Iñigo Lecue, DEF
44, Yerai Alvarez, DEF
5, Erik Morán, MID
7, Beñat, MID
8, Ander Iturraspe, MID
10, Óscar de Marcos, MID
11, Ibai Gómez, MID
14, Markel Susaeta, MID
17, Mikel Rico, MID
19, Iker Muniain, MID
23, Ager Aqueche, MID
29, Unai Lopez, MID
33, Óscar Gil, MID
35, Gorka Iturraspe, MID
39, Aitor Seguín, MID
40, Iker Undabarrena, MID
43, Martin Bengoa, MID
2, Gaizka Toquero, STR
9, Kike Sola, STR
20, Aritz Aduriz, STR
21, Borja Viguera, STR
22, Guillermo Fernández, STR
30, Iñaki Williams, STR
37, Nestor Salinas, STR
38, Gorka Santamaria, STR
41, Jurgi, STR
