1, Brad Jones, GK
22, Simon Mignolet, GK
39, Ryan Fulton, GK
52, Daniel Ward, GK
2, Glen Johnson, DEF
3, José Enrique, DEF
4, Kolo Touré, DEF
6, Dejan Lovren, DEF
17, Mamadou Sakho, DEF
18, Alberto Moreno, DEF
19, Javi Manquillo, DEF
37, Martin Škrtel, DEF
38, Jon Flanagan, DEF
43, Ryan McLaughlin, DEF
49, Jordan Williams, DEF
51, Lloyd Jones, DEF
8, Steven Gerrard, MID
10, Coutinho, MID
14, Jordan Henderson, MID
20, Adam Lallana, MID
21, Lucas, MID
23, Emre Can, MID
24, Joe Allen, MID
30, Suso, MID
31, Raheem Sterling, MID
32, Cameron Brannagan, MID
40, Ryan Kent, MID
42, Jordan Lussey, MID
46, Jordan Rossiter, MID
50, Lazar Marković, MID
9, Rickie Lambert, STR
15, Daniel Sturridge, STR
29, Fabio Borini, STR
41, Jack Dunn, STR
45, Mario Balotelli, STR
48, Jerome Sinclair, STR
54, Oluwaseyi Ojo, STR
