22, Jasper Cillessen, GK
31, Peter Leeuwenburgh, GK
33, Diederik Boer, GK
2, Ricardo van Rhijn, DEF
3, Joël Veltman, DEF
4, Niklas Moisander, DEF
5, Nicolai Boilesen, DEF
6, Mike van der Hoorn, DEF
12, Jairo Riedewald, DEF
23, Kenny Tete, DEF
24, Stefano Denswil, DEF
26, Nick Viergever, DEF
29, Ruben Ligeon, DEF
8, Lerin Duarte, MID
10, Davy Klaassen, MID
20, Lasse Schöne, MID
25, Thulani Serero, MID
27, Riechedly Bazoer, MID
32, Niki Zimling, MID
7, Viktor Fischer, STR
9, Kolbeinn Sigthórsson, STR
11, Ricardo Kishna, STR
16, Lucas Andersen, STR
18, Robert Murić, STR
19, Arkadiusz Milik, STR
21, Anwar El Ghazi, STR
30, Richairo Zivkovic, STR
