1, Yuri Lodygin, GK
16, Vyacheslav Malafeev, GK
51, Maksim Rudakov, GK
61, Anton Tsvetkov, GK
71, Egor Baburin, GK
80, Mikhail Mzhelski, GK
83, Igor Obukhov, GK
95, Aleksandr Vasyutin, GK
2, Aleksandr Anyukov, DEF
4, Domenico Criscito, DEF
6, Nicolas Lombaerts, DEF
13, Luís Neto, DEF
19, Igor Smolnikov, DEF
24, Ezequiel Garay, DEF
33, Milan Rodić, DEF
52, Andrei Ivanov, DEF
56, Kirill Kostin, DEF
57, Dzhamaldin Khodzhaniyazov, DEF
58, Ilya Zuev, DEF
62, Stepan Rebenko, DEF
72, Stepan Zhalobkov, DEF
75, Artem Simonyan, DEF
96, Ilya Kubyshkin, DEF
5, Aleksandr Ryazantsev, MID
8, Pavel Mogilevets, MID
17, Oleg Shatov, MID
20, Viktor Fayzulin, MID
21, Javi García, MID
28, Axel Witsel, MID
35, Danny, MID
44, Anatoliy Tymoshchuk, MID
60, Evgeni Serenkov, MID
65, Danila Yaschuk, MID
68, Vyacheslav Zinkov, MID
73, Pavel Osipov, MID
94, Aleksei Evseev, MID
97, Dmitri Hodakovski, MID
99, Ivan Solovyev, MID
7, Hulk, STR
10, Andrey Arshavin, STR
11, Aleksandr Kerzhakov, STR
23, José Rondón, STR
43, Pavel Nazimov, STR
48, Aleksei Gasilin, STR
70, Dmitri Bogaev, STR
