1, Marc-André ter Stegen, GK
13, Claudio Bravo, GK
25, Jordi Masip, GK
2, Martín Montoya, DEF
3, Gerard Piqué, DEF
14, Javier Mascherano, DEF
15, Marc Bartra, DEF
16, Douglas, DEF
18, Jordi Alba, DEF
21, Adriano, DEF
22, Daniel Alves, DEF
23, Thomas Vermaelen, DEF
24, Jérémy Mathieu, DEF
28, Alejandro Grimaldo, DEF
32, Edgar Ié, DEF
33, Diawandou Diagné, DEF
4, Ivan Rakitić, MID
5, Sergio Busquets, MID
6, Xavi Hernández, MID
8, Andrés Iniesta, MID
12, Rafinha, MID
20, Sergi Roberto, MID
26, Sergi Samper, MID
30, Alen Halilović, MID
7, Pedro Rodríguez, STR
9, Luis Suárez, STR
10, Lionel Messi, STR
11, Neymar, STR
27, Adama Traoré, STR
29, Sandro Ramírez, STR
31, Munir El Haddadi, STR
